baling_id,date,user_id,material_type,baled_qty,status
2627,2023-01-17 00:00:00,66,Organic,130.248,Pending
2628,2023-10-08 00:00:00,82,Glass,57.411,Pending
2629,2024-03-04 00:00:00,38,Metal,327.186,Completed
2630,2023-11-27 00:00:00,36,Paper,199.512,Rejected
2631,2023-02-11 00:00:00,83,Glass,337.203,Completed
2632,2023-12-03 00:00:00,20,Organic,171.918,Rejected
2633,2023-05-29 00:00:00,64,Paper,336.447,Pending
2634,2023-10-10 00:00:00,5,Organic,164.718,Completed
2635,2023-10-04 00:00:00,56,Metal,99.468,Completed
2636,2023-11-01 00:00:00,78,Paper,340.38,Pending
2637,2023-04-18 00:00:00,20,Organic,169.974,Pending
2638,2024-01-27 00:00:00,9,Glass,316.575,Completed
2639,2023-07-30 00:00:00,13,Glass,169.047,Completed
2640,2023-08-09 00:00:00,73,Plastic,223.209,Pending
2641,2023-02-03 00:00:00,48,Metal,126.054,Completed
2642,2023-05-07 00:00:00,40,Metal,103.752,Completed
2643,2023-07-08 00:00:00,47,Organic,180.486,Pending
2644,2023-12-20 00:00:00,12,Metal,262.098,Rejected
2645,2023-05-05 00:00:00,16,Glass,383.85,Rejected
2646,2023-12-09 00:00:00,29,Organic,51.327,Rejected
2647,2023-05-13 00:00:00,32,Glass,146.286,Rejected
2648,2023-06-12 00:00:00,5,Plastic,394.272,Pending
2649,2024-03-14 00:00:00,67,Glass,331.56,Pending
2650,2023-04-03 00:00:00,88,Glass,295.524,Completed
2651,2024-01-04 00:00:00,55,Glass,350.172,Rejected
2652,2023-04-25 00:00:00,77,Paper,187.101,Pending
2653,2023-10-06 00:00:00,1,Paper,156.276,Pending
2654,2023-09-08 00:00:00,32,Metal,209.223,Pending
2655,2023-07-28 00:00:00,50,Glass,29.007,Pending
2656,2023-11-16 00:00:00,76,Organic,186.3,Rejected
2657,2023-03-26 00:00:00,1,Paper,133.137,Rejected
2658,2023-06-10 00:00:00,4,Plastic,100.755,Completed
2659,2024-02-17 00:00:00,53,Plastic,290.529,Rejected
2660,2023-12-28 00:00:00,28,Plastic,219.276,Rejected
2661,2023-07-28 00:00:00,19,Metal,37.8,Rejected
2662,2023-01-01 00:00:00,19,Organic,147.204,Rejected
2663,2024-01-24 00:00:00,1,Metal,65.718,Rejected
2664,2024-02-08 00:00:00,38,Glass,182.475,Pending
2665,2024-02-16 00:00:00,96,Glass,58.113,Completed
2666,2023-05-15 00:00:00,89,Paper,207.027,Completed
2667,2023-03-07 00:00:00,52,Glass,150.768,Pending
2668,2023-12-26 00:00:00,36,Plastic,279.18,Pending
2669,2023-09-28 00:00:00,88,Glass,314.712,Completed
2670,2023-04-01 00:00:00,99,Metal,238.86,Pending
2671,2023-01-15 00:00:00,52,Metal,193.176,Completed
2672,2023-05-01 00:00:00,23,Paper,235.17,Completed
2673,2023-07-17 00:00:00,57,Plastic,256.374,Completed
2674,2023-04-07 00:00:00,82,Organic,49.581,Pending
2675,2023-11-05 00:00:00,12,Paper,128.394,Rejected
2676,2023-01-24 00:00:00,14,Paper,43.038,Completed
2677,2024-03-23 00:00:00,47,Metal,40.482,Completed
2678,2023-02-15 00:00:00,74,Glass,126.081,Completed
2679,2023-12-02 00:00:00,93,Paper,289.998,Rejected
2680,2023-04-29 00:00:00,69,Organic,141.264,Pending
2681,2023-11-27 00:00:00,13,Paper,290.34,Completed
2682,2023-11-19 00:00:00,29,Glass,45.324,Rejected
2683,2023-01-24 00:00:00,47,Glass,310.977,Completed
2684,2023-12-08 00:00:00,6,Paper,308.214,Rejected
2685,2023-06-27 00:00:00,32,Metal,124.785,Pending
2686,2023-02-14 00:00:00,62,Organic,343.071,Pending
2687,2023-02-24 00:00:00,46,Glass,164.034,Rejected
2688,2024-03-06 00:00:00,15,Organic,83.835,Rejected
2689,2023-07-05 00:00:00,60,Glass,127.476,Pending
2690,2023-11-15 00:00:00,33,Metal,345.24,Completed
2691,2024-01-19 00:00:00,60,Metal,154.395,Rejected
2692,2024-01-27 00:00:00,96,Paper,392.598,Rejected
2693,2023-12-10 00:00:00,69,Organic,437.49,Completed
2694,2023-08-02 00:00:00,81,Plastic,45.684,Rejected
2695,2023-12-24 00:00:00,63,Plastic,409.986,Pending
2696,2023-06-07 00:00:00,4,Paper,431.586,Completed
2697,2023-10-12 00:00:00,29,Plastic,34.704,Rejected
2698,2023-08-28 00:00:00,4,Plastic,181.575,Completed
2699,2023-04-08 00:00:00,12,Paper,239.121,Pending
2700,2023-04-25 00:00:00,45,Plastic,406.44,Completed
2701,2023-06-08 00:00:00,95,Plastic,283.59,Rejected
2702,2023-05-20 00:00:00,28,Glass,129.249,Completed
2703,2023-04-21 00:00:00,5,Paper,373.023,Pending
2704,2023-04-23 00:00:00,69,Plastic,14.643,Completed
2705,2023-07-17 00:00:00,29,Plastic,91.692,Completed
2706,2023-05-01 00:00:00,5,Plastic,136.629,Completed
2707,2023-07-25 00:00:00,92,Metal,381.249,Completed
2708,2023-09-21 00:00:00,89,Plastic,229.284,Rejected
2709,2023-04-05 00:00:00,82,Paper,308.286,Completed
2710,2023-06-04 00:00:00,94,Metal,257.94,Pending
2711,2023-01-18 00:00:00,34,Plastic,103.104,Pending
2712,2023-06-23 00:00:00,57,Organic,416.475,Pending
2713,2023-09-14 00:00:00,34,Organic,115.875,Completed
2714,2024-02-14 00:00:00,67,Organic,276.183,Pending
2715,2023-02-15 00:00:00,40,Organic,329.625,Completed
2716,2023-11-22 00:00:00,39,Organic,242.469,Rejected
2717,2023-03-06 00:00:00,33,Organic,171.153,Pending
2718,2024-03-08 00:00:00,53,Metal,9.711,Rejected
2719,2024-01-02 00:00:00,60,Organic,56.52,Completed
2720,2023-01-24 00:00:00,81,Plastic,322.749,Rejected
2721,2023-06-06 00:00:00,39,Organic,407.151,Rejected
2722,2023-07-01 00:00:00,30,Metal,223.866,Rejected
2723,2023-11-10 00:00:00,77,Paper,209.295,Rejected
2724,2023-08-08 00:00:00,96,Paper,236.583,Rejected
2725,2024-03-02 00:00:00,58,Organic,121.365,Completed
2726,2023-01-13 00:00:00,57,Paper,421.074,Rejected
2727,2024-03-01 00:00:00,57,Organic,408.582,Completed
2728,2024-01-24 00:00:00,66,Organic,243.864,Completed
2729,2023-09-19 00:00:00,28,Paper,263.043,Pending
2730,2024-01-10 00:00:00,56,Metal,140.4,Completed
2731,2023-05-23 00:00:00,14,Plastic,76.005,Completed
2732,2024-02-09 00:00:00,8,Paper,160.047,Pending
2733,2023-07-17 00:00:00,47,Glass,411.894,Completed
2734,2023-12-13 00:00:00,14,Metal,158.877,Completed
2735,2023-01-22 00:00:00,5,Metal,211.734,Pending
2736,2023-11-09 00:00:00,67,Paper,439.317,Rejected
2737,2023-06-12 00:00:00,44,Paper,366.3,Completed
2738,2023-09-24 00:00:00,91,Organic,260.883,Pending
2739,2023-06-13 00:00:00,61,Plastic,276.552,Rejected
2740,2023-06-13 00:00:00,33,Paper,360.126,Rejected
2741,2023-09-03 00:00:00,27,Organic,171.324,Pending
2742,2023-07-16 00:00:00,41,Organic,238.311,Rejected
2743,2024-02-09 00:00:00,43,Paper,198.774,Completed
2744,2023-10-05 00:00:00,67,Glass,303.993,Rejected
2745,2023-07-24 00:00:00,56,Plastic,12.384,Rejected
2746,2023-10-14 00:00:00,73,Organic,44.352,Rejected
2747,2023-07-10 00:00:00,19,Paper,309.816,Rejected
2748,2024-01-10 00:00:00,23,Organic,199.773,Completed
2749,2024-01-18 00:00:00,43,Paper,438.768,Pending
2750,2023-12-10 00:00:00,14,Glass,354.42,Rejected
2751,2023-01-18 00:00:00,14,Paper,336.429,Rejected
2752,2023-07-04 00:00:00,61,Metal,220.212,Completed
2753,2024-01-10 00:00:00,31,Organic,224.883,Pending
2754,2023-05-17 00:00:00,55,Organic,236.511,Rejected
2755,2023-06-21 00:00:00,34,Plastic,432.018,Pending
2756,2023-08-04 00:00:00,100,Glass,185.562,Pending
2757,2023-11-27 00:00:00,71,Organic,351.855,Rejected
2758,2024-02-25 00:00:00,78,Organic,92.844,Rejected
2759,2024-01-29 00:00:00,94,Organic,392.13,Completed
2760,2023-03-10 00:00:00,40,Glass,201.519,Pending
2761,2023-03-12 00:00:00,24,Paper,170.01,Completed
2762,2023-11-27 00:00:00,12,Organic,395.199,Rejected
2763,2023-08-01 00:00:00,69,Glass,332.388,Pending
2764,2023-05-14 00:00:00,7,Metal,245.034,Completed
2765,2023-05-17 00:00:00,20,Organic,239.733,Rejected
2766,2023-02-25 00:00:00,38,Metal,47.826,Rejected
2767,2023-03-04 00:00:00,45,Organic,209.511,Pending
2768,2023-10-22 00:00:00,76,Metal,385.857,Completed
2769,2024-01-18 00:00:00,14,Metal,221.652,Completed
2770,2023-06-27 00:00:00,15,Glass,134.433,Rejected
2771,2023-07-06 00:00:00,47,Metal,283.734,Pending
2772,2023-02-12 00:00:00,34,Organic,201.114,Completed
2773,2023-12-07 00:00:00,86,Metal,248.526,Completed
2774,2023-02-20 00:00:00,44,Plastic,304.74,Rejected
2775,2023-09-26 00:00:00,4,Paper,265.644,Completed
2776,2023-09-09 00:00:00,25,Paper,49.95,Rejected
2777,2023-06-03 00:00:00,16,Metal,365.175,Pending
2778,2023-05-07 00:00:00,44,Organic,401.913,Completed
2779,2024-03-24 00:00:00,27,Organic,227.664,Completed
2780,2023-11-25 00:00:00,96,Organic,242.667,Completed
2781,2024-01-11 00:00:00,4,Organic,93.303,Completed
2782,2023-04-20 00:00:00,43,Glass,288.891,Rejected
2783,2024-03-25 00:00:00,54,Metal,414.684,Completed
2784,2024-02-08 00:00:00,51,Paper,248.067,Rejected
2785,2023-10-21 00:00:00,91,Organic,217.026,Completed
2786,2023-04-11 00:00:00,23,Organic,367.659,Pending
2787,2023-10-13 00:00:00,95,Plastic,354.789,Completed
2788,2024-01-24 00:00:00,14,Plastic,307.845,Completed
2789,2023-08-18 00:00:00,31,Glass,363.708,Completed
2790,2023-07-23 00:00:00,91,Plastic,129.087,Rejected
2791,2024-01-08 00:00:00,4,Paper,73.566,Completed
2792,2023-03-20 00:00:00,44,Metal,406.773,Completed
2793,2023-05-14 00:00:00,92,Paper,410.139,Completed
2794,2023-01-25 00:00:00,74,Plastic,236.493,Pending
2795,2023-04-22 00:00:00,3,Metal,132.723,Completed
2796,2023-06-06 00:00:00,66,Glass,357.489,Rejected
2797,2024-01-18 00:00:00,71,Organic,331.461,Pending
2798,2023-10-18 00:00:00,72,Paper,38.88,Rejected
2799,2023-03-30 00:00:00,43,Organic,197.217,Rejected
2800,2024-01-11 00:00:00,89,Organic,397.161,Completed
2801,2023-01-07 00:00:00,48,Metal,304.245,Pending
2802,2024-01-20 00:00:00,35,Organic,129.348,Completed
2803,2023-06-04 00:00:00,80,Paper,243.072,Completed
2804,2023-03-05 00:00:00,2,Organic,74.394,Rejected
2805,2023-05-15 00:00:00,20,Plastic,314.955,Pending
2806,2023-05-15 00:00:00,48,Glass,78.669,Rejected
2807,2023-08-09 00:00:00,75,Organic,126.891,Pending
2808,2023-04-17 00:00:00,34,Plastic,90.828,Completed
2809,2023-08-07 00:00:00,15,Glass,242.037,Pending
2810,2024-02-22 00:00:00,1,Paper,118.746,Completed
2811,2023-10-28 00:00:00,12,Glass,232.326,Completed
2812,2023-01-09 00:00:00,16,Glass,410.499,Pending
2813,2024-02-15 00:00:00,78,Paper,138.933,Completed
2814,2024-03-01 00:00:00,13,Metal,203.832,Pending
2815,2023-05-29 00:00:00,89,Metal,24.822,Pending
2816,2023-08-12 00:00:00,29,Metal,267.606,Completed
2817,2023-12-29 00:00:00,66,Paper,433.116,Pending
2818,2024-02-21 00:00:00,21,Organic,84.231,Pending
2819,2023-12-03 00:00:00,21,Plastic,84.249,Completed
2820,2023-03-13 00:00:00,64,Organic,44.028,Completed
2821,2023-11-19 00:00:00,67,Metal,76.302,Completed
2822,2023-10-12 00:00:00,100,Organic,353.385,Rejected
2823,2024-01-26 00:00:00,7,Plastic,274.032,Rejected
2824,2023-09-23 00:00:00,94,Glass,438.813,Pending
2825,2023-07-21 00:00:00,79,Paper,198.837,Completed
2826,2023-06-02 00:00:00,10,Paper,246.105,Rejected
2827,2023-03-15 00:00:00,14,Plastic,334.584,Pending
2828,2024-03-22 00:00:00,91,Glass,49.644,Rejected
2829,2023-08-03 00:00:00,49,Plastic,27.279,Completed
2830,2023-07-12 00:00:00,6,Plastic,107.334,Completed
2831,2023-07-01 00:00:00,41,Paper,340.308,Rejected
2832,2024-01-19 00:00:00,43,Organic,101.592,Pending
2833,2023-03-23 00:00:00,59,Plastic,127.161,Completed
2834,2023-10-03 00:00:00,17,Glass,41.886,Rejected
2835,2023-11-21 00:00:00,86,Metal,335.412,Pending
2836,2024-03-01 00:00:00,69,Organic,168.696,Pending
2837,2023-05-20 00:00:00,32,Plastic,329.967,Pending
2838,2023-03-30 00:00:00,49,Paper,409.194,Completed
2839,2024-02-25 00:00:00,14,Organic,13.815,Pending
2840,2023-12-24 00:00:00,28,Paper,180.954,Pending
2841,2024-01-24 00:00:00,28,Paper,191.691,Completed
2842,2023-01-31 00:00:00,10,Glass,87.336,Completed
2843,2023-11-05 00:00:00,17,Paper,344.25,Completed
2844,2023-09-08 00:00:00,56,Metal,380.268,Pending
2845,2024-03-17 00:00:00,19,Paper,231.417,Pending
2846,2023-02-07 00:00:00,83,Glass,372.645,Rejected
2847,2024-02-09 00:00:00,8,Paper,277.227,Pending
2848,2023-01-02 00:00:00,39,Organic,290.124,Completed
2849,2023-09-12 00:00:00,16,Glass,358.884,Pending
2850,2023-03-28 00:00:00,28,Plastic,103.815,Completed
2851,2024-03-09 00:00:00,46,Paper,93.294,Completed
2852,2023-06-25 00:00:00,76,Metal,169.281,Completed
2853,2023-02-08 00:00:00,15,Metal,102.393,Pending
2854,2023-03-31 00:00:00,97,Organic,202.185,Rejected
2855,2023-08-06 00:00:00,20,Metal,253.755,Pending
2856,2023-08-22 00:00:00,7,Paper,267.885,Pending
2857,2023-09-20 00:00:00,19,Metal,165.618,Pending
2858,2023-12-10 00:00:00,45,Plastic,373.23,Rejected
2859,2023-01-25 00:00:00,83,Plastic,202.275,Pending
2860,2023-12-24 00:00:00,33,Paper,435.483,Rejected
2861,2023-07-25 00:00:00,96,Plastic,361.359,Rejected
2862,2023-02-11 00:00:00,37,Glass,340.659,Completed
2863,2023-11-19 00:00:00,99,Plastic,281.799,Rejected
2864,2024-02-04 00:00:00,63,Organic,161.874,Pending
2865,2023-10-24 00:00:00,62,Metal,351.675,Rejected
2866,2023-04-21 00:00:00,70,Organic,380.205,Rejected
2867,2023-01-02 00:00:00,22,Organic,447.939,Rejected
2868,2023-02-05 00:00:00,1,Glass,124.137,Pending
2869,2023-10-05 00:00:00,99,Paper,359.766,Pending
2870,2023-03-06 00:00:00,46,Metal,334.179,Completed
2871,2023-05-29 00:00:00,66,Plastic,20.223,Rejected
2872,2024-03-06 00:00:00,88,Metal,354.645,Rejected
2873,2023-07-01 00:00:00,8,Organic,189.171,Pending
2874,2023-11-28 00:00:00,33,Plastic,214.029,Rejected
2875,2023-03-14 00:00:00,17,Plastic,201.069,Rejected
2876,2023-10-19 00:00:00,63,Plastic,127.89,Rejected
2877,2023-01-03 00:00:00,24,Paper,217.215,Completed
2878,2023-12-22 00:00:00,77,Metal,281.133,Completed
2879,2024-01-28 00:00:00,11,Organic,418.608,Rejected
2880,2024-01-09 00:00:00,31,Glass,9.954,Completed
2881,2023-05-27 00:00:00,68,Organic,355.554,Rejected
2882,2023-04-18 00:00:00,54,Glass,293.328,Rejected
2883,2023-03-15 00:00:00,83,Glass,154.665,Pending
2884,2023-07-06 00:00:00,86,Paper,239.04,Pending
2885,2023-12-18 00:00:00,34,Paper,94.716,Completed
2886,2024-01-20 00:00:00,59,Plastic,230.382,Pending
2887,2023-11-21 00:00:00,45,Organic,231.12,Rejected
2888,2023-11-01 00:00:00,75,Metal,11.781,Pending
2889,2023-06-08 00:00:00,20,Organic,25.434,Pending
2890,2023-01-16 00:00:00,5,Glass,314.379,Rejected
2891,2023-04-16 00:00:00,7,Paper,324.693,Pending
2892,2023-12-12 00:00:00,14,Metal,78.552,Pending
2893,2023-06-06 00:00:00,15,Plastic,112.293,Rejected
2894,2023-03-23 00:00:00,22,Paper,31.212,Rejected
2895,2023-11-03 00:00:00,59,Paper,134.361,Completed
2896,2024-01-12 00:00:00,39,Organic,211.005,Pending
2897,2023-05-15 00:00:00,70,Glass,13.815,Completed
2898,2023-02-18 00:00:00,58,Metal,234.333,Rejected
2899,2023-08-02 00:00:00,32,Organic,448.101,Pending
2900,2023-09-14 00:00:00,19,Plastic,423.585,Rejected
2901,2023-08-18 00:00:00,19,Paper,107.01,Rejected
2902,2023-10-26 00:00:00,46,Organic,348.849,Completed
2903,2023-01-07 00:00:00,29,Plastic,36.378,Rejected
2904,2023-06-14 00:00:00,4,Plastic,99.675,Rejected
2905,2023-07-20 00:00:00,44,Metal,338.805,Completed
2906,2023-09-21 00:00:00,41,Plastic,305.253,Pending
2907,2023-07-27 00:00:00,35,Metal,221.913,Completed
2908,2023-12-07 00:00:00,26,Glass,116.154,Rejected
2909,2023-04-02 00:00:00,20,Organic,327.699,Completed
2910,2023-04-29 00:00:00,83,Metal,181.341,Rejected
2911,2023-08-31 00:00:00,4,Organic,301.302,Pending
2912,2023-10-16 00:00:00,42,Glass,409.986,Pending
2913,2023-01-05 00:00:00,83,Plastic,74.007,Pending
2914,2023-01-07 00:00:00,19,Metal,399.771,Pending
2915,2023-08-19 00:00:00,7,Paper,151.974,Completed
2916,2023-05-08 00:00:00,78,Paper,427.599,Pending
2917,2023-07-13 00:00:00,34,Organic,118.854,Completed
2918,2023-06-28 00:00:00,82,Paper,346.788,Completed
2919,2024-03-07 00:00:00,50,Metal,32.886,Rejected
2920,2023-09-02 00:00:00,89,Metal,159.165,Completed
2921,2024-02-01 00:00:00,30,Glass,413.253,Rejected
2922,2024-03-02 00:00:00,75,Metal,145.953,Pending
2923,2023-08-24 00:00:00,30,Metal,403.011,Pending
2924,2023-06-17 00:00:00,42,Metal,55.944,Pending
2925,2024-02-21 00:00:00,82,Plastic,341.586,Pending
2926,2023-08-13 00:00:00,60,Plastic,136.935,Completed
2927,2023-06-04 00:00:00,16,Metal,166.563,Rejected
2928,2023-08-09 00:00:00,46,Glass,92.961,Completed
2929,2023-01-26 00:00:00,4,Metal,324.864,Completed
2930,2023-11-03 00:00:00,9,Glass,101.745,Rejected
2931,2024-03-09 00:00:00,42,Organic,171.459,Rejected
2932,2023-01-02 00:00:00,66,Plastic,384.678,Rejected
2933,2024-02-18 00:00:00,62,Plastic,88.362,Pending
2934,2024-03-16 00:00:00,60,Plastic,52.173,Rejected
2935,2023-01-29 00:00:00,20,Paper,199.359,Completed
2936,2023-01-30 00:00:00,27,Metal,124.083,Pending
2937,2023-07-02 00:00:00,63,Plastic,401.346,Pending
2938,2023-10-19 00:00:00,42,Glass,414.54,Completed
2939,2023-05-21 00:00:00,97,Organic,103.257,Rejected
2940,2023-06-19 00:00:00,47,Glass,242.379,Rejected
2941,2024-02-16 00:00:00,32,Paper,41.355,Completed
2942,2023-08-20 00:00:00,4,Glass,312.903,Rejected
2943,2023-09-10 00:00:00,43,Plastic,373.878,Completed
2944,2023-09-17 00:00:00,4,Glass,91.368,Pending
2945,2023-08-11 00:00:00,16,Plastic,120.798,Completed
2946,2023-10-20 00:00:00,20,Paper,188.325,Rejected
2947,2023-08-23 00:00:00,12,Paper,97.164,Completed
2948,2023-01-05 00:00:00,78,Paper,366.408,Rejected
2949,2023-03-15 00:00:00,2,Organic,448.641,Completed
2950,2023-04-06 00:00:00,21,Paper,65.484,Pending
2951,2023-11-09 00:00:00,5,Paper,251.847,Completed
2952,2023-04-09 00:00:00,32,Organic,104.526,Rejected
2953,2024-02-25 00:00:00,99,Plastic,74.565,Pending
2954,2023-11-28 00:00:00,43,Metal,418.734,Pending
2955,2023-03-11 00:00:00,45,Organic,109.935,Rejected
2956,2024-03-06 00:00:00,98,Metal,166.419,Pending
2957,2023-01-18 00:00:00,8,Paper,140.076,Completed
2958,2024-01-07 00:00:00,37,Organic,338.598,Pending
2959,2023-11-17 00:00:00,70,Plastic,264.222,Pending
2960,2024-02-03 00:00:00,80,Paper,446.409,Pending
2961,2023-11-08 00:00:00,83,Plastic,72.657,Completed
2962,2024-01-15 00:00:00,4,Metal,195.939,Completed
2963,2023-09-27 00:00:00,12,Metal,422.685,Pending
2964,2023-09-03 00:00:00,84,Paper,240.507,Pending
2965,2023-07-07 00:00:00,47,Metal,94.473,Rejected
2966,2024-01-13 00:00:00,53,Metal,350.307,Completed
2967,2023-06-21 00:00:00,48,Organic,258.21,Pending
2968,2024-01-03 00:00:00,19,Glass,200.277,Rejected
2969,2023-02-24 00:00:00,78,Plastic,147.87,Pending
2970,2023-07-28 00:00:00,18,Organic,215.775,Completed
2971,2023-05-22 00:00:00,79,Plastic,115.623,Completed
2972,2023-07-29 00:00:00,87,Organic,55.71,Pending
2973,2023-01-14 00:00:00,70,Metal,420.282,Completed
2974,2023-07-31 00:00:00,70,Metal,249.66,Pending
2975,2023-03-23 00:00:00,36,Plastic,174.357,Rejected
2976,2023-08-29 00:00:00,21,Paper,411.831,Pending
2977,2023-08-26 00:00:00,41,Glass,233.919,Rejected
2978,2023-05-09 00:00:00,75,Glass,69.156,Rejected
2979,2023-06-14 00:00:00,86,Plastic,177.066,Pending
2980,2023-03-15 00:00:00,5,Glass,47.475,Completed
2981,2023-08-20 00:00:00,11,Plastic,39.384,Pending
2982,2023-11-16 00:00:00,49,Organic,177.129,Pending
2983,2024-01-13 00:00:00,74,Organic,405.612,Rejected
2984,2023-06-13 00:00:00,100,Glass,230.112,Completed
2985,2023-12-21 00:00:00,100,Glass,145.611,Pending
2986,2023-06-19 00:00:00,87,Organic,358.056,Completed
2987,2023-10-15 00:00:00,57,Plastic,357.435,Pending
2988,2023-03-13 00:00:00,27,Paper,138.555,Pending
2989,2023-11-13 00:00:00,91,Glass,236.898,Pending
2990,2024-02-20 00:00:00,22,Organic,288.189,Completed
2991,2023-08-05 00:00:00,71,Glass,208.539,Rejected
2992,2023-04-15 00:00:00,1,Paper,10.152,Rejected
2993,2023-09-12 00:00:00,67,Glass,308.826,Completed
2994,2023-10-10 00:00:00,25,Paper,362.565,Completed
2995,2023-12-04 00:00:00,63,Organic,439.542,Pending
2996,2023-09-15 00:00:00,92,Metal,211.266,Completed
2997,2023-08-16 00:00:00,32,Plastic,84.879,Rejected
2998,2023-09-24 00:00:00,80,Plastic,401.895,Completed
2999,2023-06-23 00:00:00,21,Plastic,307.476,Rejected
3000,2023-04-23 00:00:00,91,Paper,78.741,Rejected
3001,2023-06-16 00:00:00,16,Plastic,197.865,Completed
3002,2023-01-28 00:00:00,59,Paper,38.097,Rejected
3003,2023-10-30 00:00:00,33,Organic,168.714,Pending
3004,2023-11-02 00:00:00,100,Metal,328.14,Rejected
3005,2023-09-09 00:00:00,84,Plastic,340.731,Rejected
3006,2023-05-06 00:00:00,78,Paper,381.681,Rejected
3007,2023-04-19 00:00:00,23,Metal,121.329,Completed
3008,2024-03-22 00:00:00,77,Glass,290.241,Pending
3009,2023-09-11 00:00:00,60,Plastic,336.951,Completed
3010,2023-05-27 00:00:00,91,Metal,73.755,Rejected
3011,2023-11-29 00:00:00,46,Paper,131.922,Rejected
3012,2024-01-14 00:00:00,81,Paper,69.633,Rejected
3013,2024-03-13 00:00:00,27,Metal,265.32,Rejected
3014,2024-02-01 00:00:00,57,Glass,155.637,Rejected
3015,2023-07-22 00:00:00,40,Glass,175.023,Rejected
3016,2024-01-23 00:00:00,57,Plastic,449.82,Rejected
3017,2023-07-24 00:00:00,78,Paper,322.164,Pending
3018,2023-05-12 00:00:00,100,Metal,294.768,Rejected
3019,2023-05-11 00:00:00,3,Metal,263.52,Pending
3020,2023-01-12 00:00:00,52,Organic,268.38,Rejected
3021,2023-03-23 00:00:00,47,Glass,225.882,Pending
3022,2023-01-06 00:00:00,29,Paper,92.772,Rejected
3023,2024-01-02 00:00:00,98,Metal,279.504,Completed
3024,2024-01-23 00:00:00,86,Paper,277.686,Pending
3025,2023-04-05 00:00:00,79,Plastic,269.775,Completed
3026,2023-12-06 00:00:00,81,Plastic,102.348,Completed
3027,2023-03-13 00:00:00,85,Paper,188.037,Completed
3028,2023-03-11 00:00:00,84,Paper,386.289,Rejected
3029,2023-10-11 00:00:00,29,Plastic,164.043,Completed
3030,2024-02-10 00:00:00,60,Paper,310.347,Rejected
3031,2023-03-05 00:00:00,5,Plastic,374.031,Pending
3032,2023-08-15 00:00:00,47,Paper,148.131,Completed
3033,2023-08-18 00:00:00,54,Plastic,13.824,Rejected
3034,2023-07-28 00:00:00,8,Plastic,373.716,Completed
3035,2023-08-20 00:00:00,24,Plastic,136.305,Completed
3036,2023-06-25 00:00:00,78,Glass,98.073,Completed
3037,2023-04-29 00:00:00,62,Glass,275.184,Pending
3038,2023-02-03 00:00:00,59,Plastic,277.416,Pending
3039,2023-01-06 00:00:00,37,Glass,264.429,Rejected
3040,2024-03-08 00:00:00,13,Plastic,128.376,Rejected
3041,2023-12-27 00:00:00,64,Paper,193.14,Rejected
3042,2023-09-27 00:00:00,54,Metal,46.944,Rejected
3043,2024-03-17 00:00:00,81,Plastic,385.317,Completed
3044,2023-07-06 00:00:00,96,Metal,408.042,Rejected
3045,2024-01-23 00:00:00,52,Plastic,155.079,Completed
3046,2023-02-12 00:00:00,97,Plastic,176.499,Completed
3047,2023-03-18 00:00:00,6,Paper,443.142,Pending
3048,2023-03-09 00:00:00,76,Organic,406.926,Rejected
3049,2023-10-11 00:00:00,41,Paper,281.34,Completed
3050,2023-08-15 00:00:00,94,Plastic,431.46,Completed
3051,2023-06-04 00:00:00,26,Metal,366.453,Completed
3052,2023-03-18 00:00:00,60,Plastic,129.528,Pending
3053,2023-11-10 00:00:00,39,Metal,342.459,Rejected
3054,2023-02-26 00:00:00,37,Metal,315.135,Rejected
3055,2024-03-22 00:00:00,69,Organic,232.587,Rejected
3056,2023-03-16 00:00:00,16,Organic,118.701,Completed
3057,2023-03-13 00:00:00,9,Glass,400.86,Pending
3058,2023-01-07 00:00:00,63,Organic,349.47,Completed
3059,2023-02-16 00:00:00,100,Paper,369.711,Completed
3060,2023-12-26 00:00:00,65,Plastic,107.442,Pending
3061,2023-05-10 00:00:00,90,Paper,49.464,Completed
3062,2023-08-15 00:00:00,5,Organic,11.187,Completed
3063,2023-10-10 00:00:00,85,Paper,45.486,Completed
3064,2023-11-02 00:00:00,93,Metal,211.329,Completed
3065,2024-02-25 00:00:00,81,Organic,26.739,Completed
3066,2023-03-19 00:00:00,1,Metal,328.32,Completed
3067,2023-09-16 00:00:00,98,Metal,87.219,Rejected
3068,2023-11-08 00:00:00,23,Paper,352.242,Pending
3069,2023-07-04 00:00:00,21,Metal,216.198,Completed
3070,2023-04-05 00:00:00,98,Organic,380.187,Pending
3071,2023-11-03 00:00:00,5,Glass,249.615,Pending
3072,2023-10-07 00:00:00,3,Paper,324.477,Pending
3073,2023-01-31 00:00:00,34,Glass,254.655,Completed
3074,2023-02-07 00:00:00,37,Metal,379.746,Pending
3075,2023-05-08 00:00:00,35,Metal,416.682,Completed
3076,2023-05-28 00:00:00,22,Organic,110.574,Completed
3077,2023-08-20 00:00:00,6,Glass,23.895,Pending
3078,2023-07-04 00:00:00,66,Metal,184.077,Completed
3079,2023-09-07 00:00:00,41,Metal,374.85,Completed
3080,2023-05-02 00:00:00,51,Paper,124.731,Rejected
3081,2023-04-08 00:00:00,98,Metal,138.375,Completed
3082,2023-05-12 00:00:00,1,Plastic,92.241,Rejected
3083,2023-05-30 00:00:00,57,Metal,204.102,Rejected
