module,user_id,completion_percentage,last_updated,compliance_score
inward,51,93.27,2023-11-08 00:00:00,94.95
baling,68,92.85,2024-01-05 00:00:00,71.74
baling,70,96.24,2023-07-19 00:00:00,91.17
segregation,10,50.78,2023-10-14 00:00:00,97.39
inward,46,71.29,2023-02-11 00:00:00,76.07
dispatch,61,61.3,2023-10-04 00:00:00,90.28
baling,52,78.84,2023-11-12 00:00:00,88.52
segregation,46,54.94,2023-12-01 00:00:00,82.87
segregation,50,88.78,2024-02-10 00:00:00,98.29
baling,57,94.48,2024-03-09 00:00:00,83.97
dispatch,89,57.96,2023-04-09 00:00:00,83.95
segregation,45,81.38,2023-11-16 00:00:00,85.97
segregation,74,61.55,2023-12-06 00:00:00,95.67
dispatch,46,99.38,2023-12-16 00:00:00,98.36
segregation,35,70.43,2023-07-09 00:00:00,74.38
dispatch,76,97.21,2023-02-25 00:00:00,96.49
dispatch,2,98.67,2023-12-29 00:00:00,84.27
dispatch,81,58.03,2024-01-26 00:00:00,88.23
inward,18,73.51,2023-03-07 00:00:00,98.97
dispatch,13,50.89,2023-02-03 00:00:00,82.74
segregation,83,97.31,2023-06-29 00:00:00,71.44
dispatch,30,94.34,2023-11-22 00:00:00,94.76
segregation,87,51.74,2023-12-24 00:00:00,99.5
baling,81,97.39,2023-04-13 00:00:00,76.41
segregation,72,63.32,2023-04-27 00:00:00,91.03
dispatch,55,89.35,2023-02-09 00:00:00,81.26
segregation,22,51.94,2023-12-16 00:00:00,96.78
baling,85,78.45,2023-07-26 00:00:00,74.26
segregation,32,55.93,2023-08-05 00:00:00,98.15
dispatch,44,56.5,2024-01-29 00:00:00,79.61
inward,27,95.92,2023-07-03 00:00:00,96.17
dispatch,13,85.76,2023-10-19 00:00:00,86.88
baling,49,56.73,2023-01-13 00:00:00,71.5
dispatch,78,80.14,2023-09-22 00:00:00,95.28
segregation,32,71.62,2023-03-31 00:00:00,97.04
baling,61,67.21,2023-06-17 00:00:00,74.79
dispatch,64,94.42,2024-01-01 00:00:00,87.84
inward,92,85.99,2023-07-31 00:00:00,84.57
dispatch,81,88.52,2024-03-23 00:00:00,94.39
segregation,25,71.89,2023-06-21 00:00:00,96.97
baling,20,61.97,2023-04-11 00:00:00,74.3
segregation,61,71.29,2023-04-05 00:00:00,77.72
segregation,67,66.34,2024-02-02 00:00:00,93.68
inward,81,79.58,2023-05-16 00:00:00,93.86
dispatch,2,57.94,2023-04-02 00:00:00,85.94
inward,34,79.56,2023-09-03 00:00:00,81.4
inward,12,81.14,2024-03-24 00:00:00,72.03
inward,37,79.68,2023-01-28 00:00:00,78.54
baling,77,75.67,2023-02-19 00:00:00,77.15
dispatch,59,57.07,2023-09-23 00:00:00,75.89
dispatch,27,83.92,2023-04-30 00:00:00,96.89
dispatch,14,68.07,2024-01-02 00:00:00,86.8
baling,14,53.32,2023-11-22 00:00:00,84
baling,26,79.79,2023-12-08 00:00:00,89.31
segregation,99,65.62,2023-08-04 00:00:00,77.09
baling,50,60.52,2023-10-22 00:00:00,99.66
dispatch,68,71.37,2023-02-15 00:00:00,74.56
dispatch,15,56.27,2023-09-11 00:00:00,92.44
inward,73,99.33,2023-11-16 00:00:00,79.84
inward,84,55,2023-04-19 00:00:00,73.45
segregation,79,72.2,2023-12-01 00:00:00,72.82
inward,66,98.07,2023-07-16 00:00:00,88.76
inward,4,89.78,2024-03-06 00:00:00,72.74
dispatch,66,68.87,2024-01-02 00:00:00,89.48
baling,58,72.84,2023-02-19 00:00:00,97.98
segregation,42,89.52,2023-01-02 00:00:00,75.86
segregation,92,77.97,2024-01-12 00:00:00,99.3
segregation,60,63.5,2023-04-09 00:00:00,97.44
dispatch,65,50.66,2024-03-20 00:00:00,83.29
inward,98,61.82,2024-02-20 00:00:00,90.29
baling,13,65.15,2023-11-28 00:00:00,87.32
dispatch,49,80.43,2023-06-29 00:00:00,97.48
segregation,42,91.43,2024-01-19 00:00:00,91.57
segregation,63,65.08,2023-11-25 00:00:00,79.57
baling,32,60.62,2023-04-09 00:00:00,70.42
baling,12,68.83,2023-04-22 00:00:00,77.85
baling,78,75.06,2023-04-13 00:00:00,84.19
dispatch,47,64.58,2023-07-17 00:00:00,75.36
inward,68,70.17,2023-10-25 00:00:00,84.94
segregation,68,85.79,2023-02-27 00:00:00,95.9
baling,35,78.34,2023-02-25 00:00:00,75.81
baling,44,92.63,2023-09-10 00:00:00,94.44
dispatch,24,52.73,2023-05-16 00:00:00,73.87
baling,26,86.91,2023-09-09 00:00:00,87.66
inward,68,78.57,2023-03-23 00:00:00,86.64
segregation,54,55.65,2024-03-02 00:00:00,97.44
dispatch,6,90.17,2023-08-07 00:00:00,76.64
inward,78,78,2023-05-07 00:00:00,83.14
inward,35,96.33,2023-02-27 00:00:00,97.24
inward,32,72.79,2023-05-19 00:00:00,92.8
inward,75,83.6,2023-07-27 00:00:00,95.71
inward,79,92.44,2023-07-23 00:00:00,77.86
segregation,66,80.3,2023-12-14 00:00:00,99.9
inward,72,76.18,2023-09-20 00:00:00,97
baling,35,93.64,2023-07-23 00:00:00,92.79
dispatch,68,70.29,2023-12-30 00:00:00,92.15
inward,73,88.2,2023-08-30 00:00:00,97.68
segregation,62,98.82,2023-12-21 00:00:00,77.77
baling,8,81.06,2023-03-12 00:00:00,82.76
baling,51,83.3,2023-06-26 00:00:00,98.19
segregation,32,57.3,2023-02-14 00:00:00,82.66
segregation,89,60.68,2023-11-11 00:00:00,85.29
inward,4,86.51,2023-09-01 00:00:00,79.49
segregation,95,74.68,2023-06-06 00:00:00,89
inward,76,90.12,2023-09-17 00:00:00,86.74
segregation,38,76.17,2023-07-25 00:00:00,79.1
segregation,15,72.81,2023-05-27 00:00:00,71.24
inward,32,86.32,2023-11-16 00:00:00,95.73
segregation,56,88.05,2023-01-30 00:00:00,75.3
dispatch,14,93.23,2023-01-14 00:00:00,99.81
segregation,84,55.89,2024-03-05 00:00:00,98.96
baling,73,95.71,2023-07-05 00:00:00,89.18
baling,52,63.78,2023-03-18 00:00:00,74.75
segregation,43,96.1,2023-01-31 00:00:00,79.61
inward,77,61.49,2023-08-10 00:00:00,83.79
dispatch,28,52.17,2023-10-10 00:00:00,80.6
baling,25,74.84,2023-08-09 00:00:00,81.34
baling,47,59.94,2023-06-05 00:00:00,86.69
segregation,94,90.65,2023-07-31 00:00:00,83.19
inward,73,63.79,2023-12-14 00:00:00,94.12
inward,100,57.88,2023-03-31 00:00:00,91.07
segregation,51,82.4,2023-04-18 00:00:00,87.41
baling,32,62.42,2024-03-23 00:00:00,82.27
inward,28,52.7,2024-01-06 00:00:00,70.54
inward,30,55.03,2023-02-27 00:00:00,72.49
inward,45,90.23,2023-03-14 00:00:00,83.59
dispatch,25,74.27,2023-09-07 00:00:00,96.31
segregation,31,58.95,2023-02-05 00:00:00,92.56
dispatch,57,89.5,2024-03-04 00:00:00,79.83
baling,92,63.62,2023-09-18 00:00:00,98.75
baling,22,78.64,2023-10-09 00:00:00,92.86
dispatch,46,97.65,2023-11-25 00:00:00,85.44
dispatch,93,78.32,2023-06-30 00:00:00,96.11
inward,74,55.41,2023-08-28 00:00:00,83.68
dispatch,99,79.9,2023-02-19 00:00:00,77.05
inward,73,58.88,2023-02-23 00:00:00,87.9
segregation,31,91.73,2023-11-20 00:00:00,87.8
dispatch,90,91.37,2023-11-24 00:00:00,94.2
baling,37,83.69,2023-02-24 00:00:00,72.83
segregation,21,80.33,2023-10-11 00:00:00,77.13
segregation,72,92.75,2023-03-03 00:00:00,91.87
baling,92,71.01,2024-02-20 00:00:00,72.9
dispatch,53,95.93,2023-02-14 00:00:00,97.09
dispatch,27,63.99,2024-01-18 00:00:00,93.01
dispatch,63,68,2023-06-14 00:00:00,89.13
inward,33,99.76,2023-08-30 00:00:00,82.91
dispatch,91,86.83,2024-02-21 00:00:00,78.07
segregation,56,63.96,2023-11-28 00:00:00,94.89
baling,52,74.49,2023-12-22 00:00:00,84.85
dispatch,89,74.56,2023-10-02 00:00:00,98.92
baling,78,51.02,2023-12-03 00:00:00,81.58
baling,46,95.96,2024-01-12 00:00:00,79.25
inward,36,63.31,2023-08-11 00:00:00,94.11
dispatch,5,99.91,2023-05-05 00:00:00,77.34
segregation,83,65.65,2023-02-15 00:00:00,87.48
segregation,86,82.34,2023-05-17 00:00:00,84.48
dispatch,71,73.71,2023-05-24 00:00:00,80.92
dispatch,89,99.84,2023-09-16 00:00:00,85.25
dispatch,7,80.06,2023-08-05 00:00:00,79.72
dispatch,62,78.25,2023-08-10 00:00:00,71.83
baling,34,58.05,2024-02-04 00:00:00,88.52
baling,91,80.14,2023-10-01 00:00:00,74.76
inward,70,92.87,2023-08-29 00:00:00,90.32
inward,4,77.13,2023-06-29 00:00:00,90.71
segregation,42,59.9,2023-08-27 00:00:00,91.73
inward,63,66.42,2023-05-30 00:00:00,85.38
dispatch,21,50.07,2024-02-13 00:00:00,98.51
inward,15,57.16,2023-01-16 00:00:00,74.02
dispatch,54,88.1,2024-02-07 00:00:00,79.97
baling,12,80.73,2023-07-13 00:00:00,79.6
segregation,13,76.18,2023-07-10 00:00:00,95.17
inward,54,53.37,2024-03-06 00:00:00,76.21
dispatch,44,61.7,2023-08-03 00:00:00,86.99
baling,41,94.8,2023-03-07 00:00:00,96.43
baling,64,57.02,2023-02-23 00:00:00,91.09
inward,83,84.85,2023-02-01 00:00:00,89.1
dispatch,65,96.36,2023-01-05 00:00:00,88.93
segregation,89,52.69,2023-02-08 00:00:00,71.67
inward,11,78.93,2023-07-27 00:00:00,88.42
baling,17,58.03,2024-02-21 00:00:00,97.71
inward,46,71.82,2023-12-09 00:00:00,97.49
segregation,50,88.99,2023-09-14 00:00:00,90.15
segregation,51,56.12,2023-07-05 00:00:00,81.86
baling,11,67.14,2023-11-09 00:00:00,92.4
baling,92,82.53,2023-06-14 00:00:00,88.72
dispatch,80,71.07,2023-10-16 00:00:00,91.76
baling,19,57.02,2023-03-28 00:00:00,93.31
dispatch,62,91.27,2023-05-24 00:00:00,96.08
dispatch,83,77.28,2023-12-20 00:00:00,87
segregation,34,90.86,2024-02-06 00:00:00,72.83
baling,11,95.11,2023-11-09 00:00:00,75.22
baling,62,99.86,2023-03-03 00:00:00,97.1
dispatch,46,99.52,2024-02-18 00:00:00,83.65
segregation,3,67.76,2023-06-05 00:00:00,95.61
dispatch,2,54.68,2023-12-18 00:00:00,84.42
inward,62,99.35,2023-03-15 00:00:00,90.45
dispatch,15,53.95,2023-01-06 00:00:00,76.39
segregation,4,90.61,2023-05-06 00:00:00,82.87
segregation,55,73.77,2023-03-17 00:00:00,83.5
segregation,91,78.26,2023-09-20 00:00:00,99.64
dispatch,88,53.39,2023-01-04 00:00:00,76.76
inward,80,78.16,2023-12-16 00:00:00,84.22
dispatch,67,81.22,2024-01-28 00:00:00,95.57
inward,37,80.29,2023-12-22 00:00:00,93.5
dispatch,34,98.21,2023-03-06 00:00:00,89.81
inward,98,72.15,2024-02-04 00:00:00,80.37
dispatch,95,58.11,2023-05-28 00:00:00,89.5
segregation,44,95.99,2023-04-18 00:00:00,93.41
inward,26,96.25,2023-09-09 00:00:00,93.74
dispatch,39,54.06,2023-04-26 00:00:00,84.96
baling,40,66.09,2023-10-30 00:00:00,76.93
inward,95,64.15,2023-08-28 00:00:00,87.69
inward,71,69.26,2023-09-30 00:00:00,97.89
dispatch,56,53.87,2023-11-16 00:00:00,95.19
dispatch,95,99.79,2023-11-20 00:00:00,74.62
segregation,23,92.51,2023-02-23 00:00:00,70.58
inward,4,52.74,2023-12-05 00:00:00,91.91
dispatch,90,96.69,2023-10-08 00:00:00,77.05
inward,31,84.48,2023-10-04 00:00:00,98.4
baling,4,99.14,2023-09-09 00:00:00,93.48
baling,28,82.99,2023-12-25 00:00:00,79.46
segregation,19,79.79,2024-01-19 00:00:00,92.18
segregation,44,59.81,2023-01-30 00:00:00,94.68
segregation,78,55.38,2023-01-11 00:00:00,75.65
dispatch,60,71.5,2023-11-13 00:00:00,90.94
dispatch,95,83.52,2023-03-14 00:00:00,94.86
segregation,30,55.34,2023-02-16 00:00:00,72.17
dispatch,96,92.21,2023-09-09 00:00:00,96.1
dispatch,72,83.79,2023-01-24 00:00:00,77.12
segregation,8,84.32,2023-10-05 00:00:00,77.42
segregation,49,99,2023-04-28 00:00:00,74.69
segregation,54,97.75,2023-01-21 00:00:00,89.84
dispatch,16,61.06,2023-07-27 00:00:00,85.59
dispatch,79,76.61,2023-09-30 00:00:00,78.18
baling,17,82.32,2023-10-09 00:00:00,71.15
dispatch,90,88.52,2023-10-20 00:00:00,95.59
inward,32,76.64,2023-06-02 00:00:00,75.07
baling,50,53,2023-09-26 00:00:00,80.25
segregation,9,83.17,2023-10-19 00:00:00,93.52
segregation,58,68.45,2024-01-30 00:00:00,98.27
inward,20,97.67,2023-08-16 00:00:00,98.07
baling,21,72.79,2023-07-03 00:00:00,70.78
inward,58,53,2024-02-01 00:00:00,76.92
inward,87,94.84,2023-02-13 00:00:00,83.72
inward,49,75.93,2023-01-17 00:00:00,83.26
dispatch,9,54.77,2024-02-13 00:00:00,75.96
inward,71,91.82,2023-06-21 00:00:00,81.61
segregation,15,88.02,2024-02-27 00:00:00,73.18
segregation,89,75.21,2023-01-06 00:00:00,76.06
inward,10,79.74,2023-11-08 00:00:00,73.17
inward,61,78.37,2023-04-27 00:00:00,88.21
inward,4,77.67,2023-05-27 00:00:00,90.13
inward,72,80.07,2024-02-08 00:00:00,71.85
segregation,59,99.58,2023-10-22 00:00:00,75.49
dispatch,75,86.41,2023-05-17 00:00:00,99.93
baling,72,91.53,2023-01-12 00:00:00,98.78
baling,41,72.33,2023-03-14 00:00:00,80.27
dispatch,76,67.96,2023-01-02 00:00:00,95.65
baling,64,76.44,2023-11-18 00:00:00,82.38
baling,90,95.25,2023-09-23 00:00:00,74.76
inward,9,68.31,2023-05-02 00:00:00,95.5
baling,7,69.43,2023-12-30 00:00:00,75.16
segregation,41,82.01,2023-03-30 00:00:00,71.52
dispatch,83,96.84,2024-01-18 00:00:00,85.59
dispatch,94,76.01,2023-09-15 00:00:00,84.25
inward,38,90.6,2023-08-04 00:00:00,98.95
segregation,8,80.71,2023-05-01 00:00:00,73.62
dispatch,28,97.55,2023-12-09 00:00:00,95.49
inward,62,94.9,2023-02-26 00:00:00,76.28
dispatch,11,87.57,2023-05-29 00:00:00,73.94
segregation,21,67.89,2023-11-20 00:00:00,78.6
dispatch,20,64.39,2024-03-17 00:00:00,80.28
dispatch,24,72.96,2024-01-17 00:00:00,82.27
baling,60,66.91,2023-05-07 00:00:00,80.71
inward,58,65.42,2023-07-07 00:00:00,85.63
segregation,99,87.25,2024-02-15 00:00:00,73.78
baling,38,78.06,2023-11-19 00:00:00,81.38
segregation,39,80.59,2023-04-05 00:00:00,85.91
baling,23,61.34,2023-04-28 00:00:00,92.57
dispatch,11,94.14,2023-01-10 00:00:00,98.29
baling,63,86.03,2023-10-23 00:00:00,81.9
baling,43,86.47,2023-11-26 00:00:00,83.09
dispatch,56,70.06,2023-08-07 00:00:00,74.55
dispatch,80,84.27,2023-06-22 00:00:00,80.92
baling,58,70.29,2023-06-02 00:00:00,96.68
segregation,57,59.87,2023-05-20 00:00:00,80.45
segregation,49,51.29,2023-04-10 00:00:00,95.13
dispatch,14,81.04,2023-10-31 00:00:00,97.86
dispatch,48,69.91,2023-06-17 00:00:00,96.32
segregation,68,91.82,2023-12-08 00:00:00,89.62
baling,50,59.61,2023-03-05 00:00:00,70.92
baling,22,91.16,2023-02-23 00:00:00,88.85
segregation,81,83.85,2023-05-14 00:00:00,80.82
baling,16,98.74,2023-05-16 00:00:00,82.46
dispatch,68,74.26,2023-11-06 00:00:00,87.06
dispatch,100,67.16,2023-04-12 00:00:00,79.24
segregation,92,99.22,2023-06-10 00:00:00,81.29
segregation,33,67.9,2023-06-14 00:00:00,80.44
inward,76,87.42,2023-12-09 00:00:00,82.76
inward,41,88.77,2023-01-08 00:00:00,82.32
segregation,17,87.78,2024-02-12 00:00:00,93.97
dispatch,84,64.4,2023-01-29 00:00:00,74.08
segregation,22,55.26,2023-01-31 00:00:00,89.64
baling,46,85.88,2023-10-27 00:00:00,81.32
baling,29,98.79,2023-06-18 00:00:00,74.39
inward,41,68.84,2023-07-27 00:00:00,80.37
segregation,73,77.58,2023-09-14 00:00:00,88.33
inward,8,85.72,2023-07-19 00:00:00,72.93
segregation,57,56.86,2023-10-03 00:00:00,92.66
inward,63,67.94,2023-05-24 00:00:00,87.35
segregation,33,95.38,2023-07-28 00:00:00,85.85
dispatch,74,95.87,2023-07-17 00:00:00,99.06
segregation,73,94.73,2023-12-17 00:00:00,93.23
baling,96,59.99,2024-02-26 00:00:00,77.84
segregation,12,61.49,2024-02-22 00:00:00,97.45
inward,33,96.94,2023-03-29 00:00:00,77.75
dispatch,54,59.39,2023-06-19 00:00:00,98.55
segregation,14,90.3,2023-04-16 00:00:00,86.64
inward,23,72.83,2023-01-06 00:00:00,94.75
inward,16,65.92,2023-05-21 00:00:00,96.56
dispatch,15,51.99,2023-11-07 00:00:00,71.36
dispatch,24,83.03,2023-06-05 00:00:00,71.55
baling,34,75.65,2024-03-10 00:00:00,99.68
baling,80,97.32,2023-11-03 00:00:00,78.53
segregation,74,92.1,2023-04-02 00:00:00,97.22
dispatch,87,79.87,2023-09-20 00:00:00,84.69
segregation,86,70.89,2023-08-15 00:00:00,70.07
inward,4,63.66,2023-07-31 00:00:00,74.26
dispatch,42,78.41,2024-01-25 00:00:00,86.48
baling,50,90.62,2023-12-16 00:00:00,88.61
dispatch,60,90.07,2023-02-15 00:00:00,75.61
inward,95,96.8,2023-03-16 00:00:00,77.78
dispatch,33,90.95,2023-03-29 00:00:00,76.23
segregation,61,76.84,2023-03-15 00:00:00,96.7
dispatch,46,56.03,2024-03-02 00:00:00,91.16
inward,99,71.26,2023-12-31 00:00:00,76.24
baling,23,88.82,2023-03-02 00:00:00,99.14
dispatch,59,55.45,2023-01-20 00:00:00,95.49
baling,86,82.19,2023-10-03 00:00:00,91.89
segregation,38,89.72,2023-06-23 00:00:00,89.24
inward,99,93.67,2023-10-09 00:00:00,82.41
dispatch,31,57.07,2024-01-14 00:00:00,78.81
baling,30,67.56,2023-11-21 00:00:00,85.5
inward,39,72.21,2024-02-21 00:00:00,94.61
inward,26,56.36,2023-07-09 00:00:00,81.96
segregation,43,85.39,2023-12-11 00:00:00,95.54
segregation,37,60.84,2023-06-19 00:00:00,83.93
baling,24,78.52,2023-04-18 00:00:00,73.55
segregation,13,57.85,2023-05-30 00:00:00,91.03
baling,35,80.58,2023-05-13 00:00:00,78.14
baling,38,99.27,2023-12-07 00:00:00,98.91
segregation,5,97.48,2023-09-30 00:00:00,87.85
dispatch,29,68.41,2023-01-03 00:00:00,85.79
segregation,35,70.98,2023-02-08 00:00:00,99.25
segregation,97,69.67,2024-03-08 00:00:00,82.35
baling,77,82.02,2023-10-23 00:00:00,83.72
segregation,35,68.42,2023-06-06 00:00:00,76.34
inward,16,55.74,2023-11-05 00:00:00,83.37
inward,15,66.68,2023-08-01 00:00:00,92.52
dispatch,95,67.21,2023-12-30 00:00:00,84.87
baling,95,88.21,2023-09-08 00:00:00,83.92
segregation,62,72.33,2023-12-11 00:00:00,80.85
segregation,53,74.15,2023-05-10 00:00:00,80.83
dispatch,23,88.46,2024-02-12 00:00:00,79.57
inward,65,63.02,2024-02-16 00:00:00,82.22
baling,45,82.65,2023-11-09 00:00:00,79.11
dispatch,21,91.07,2023-02-22 00:00:00,86.62
dispatch,53,76.98,2023-04-18 00:00:00,75.42
dispatch,37,94.22,2023-09-17 00:00:00,98.64
baling,36,99.4,2024-01-08 00:00:00,70.37
baling,64,87.84,2023-07-08 00:00:00,98.49
inward,59,92.78,2023-12-18 00:00:00,90.02
dispatch,97,63.04,2023-10-12 00:00:00,77
baling,87,62.92,2023-01-13 00:00:00,81.14
dispatch,42,58.81,2023-06-18 00:00:00,78.01
segregation,52,89.72,2023-02-04 00:00:00,98.43
segregation,54,87.43,2023-02-28 00:00:00,83.16
segregation,88,99.48,2023-07-03 00:00:00,94.57
segregation,92,66.17,2023-02-22 00:00:00,71.8
baling,49,67.67,2023-07-30 00:00:00,78.87
segregation,92,52.4,2024-03-01 00:00:00,95.1
dispatch,9,82.63,2024-02-09 00:00:00,81.28
inward,94,95.1,2023-02-13 00:00:00,91.17
baling,2,68.3,2023-07-19 00:00:00,86.27
dispatch,77,77.4,2024-01-05 00:00:00,77.83
baling,86,93.04,2023-06-22 00:00:00,86.63
segregation,97,88.04,2023-06-26 00:00:00,71.65
inward,83,89.08,2023-12-15 00:00:00,72.02
baling,70,65.84,2023-01-21 00:00:00,93.99
inward,82,52.84,2023-10-02 00:00:00,73.4
inward,55,81.21,2023-08-03 00:00:00,84.81
dispatch,1,70.49,2023-05-04 00:00:00,78.92
baling,12,82.36,2023-10-01 00:00:00,83.72
segregation,27,65.44,2023-09-01 00:00:00,72.12
segregation,62,77.26,2023-07-31 00:00:00,88.48
inward,96,68.07,2023-10-31 00:00:00,90.94
inward,82,99.71,2023-03-22 00:00:00,83.92
segregation,90,55.02,2024-01-31 00:00:00,99.36
baling,59,50.86,2023-11-30 00:00:00,77.43
segregation,47,71.21,2023-01-23 00:00:00,84.82
baling,74,83.58,2024-01-27 00:00:00,85.89
inward,23,65.51,2024-03-24 00:00:00,70.9
baling,14,53.27,2023-06-21 00:00:00,95.33
segregation,16,71.14,2023-12-12 00:00:00,75.96
dispatch,5,74.48,2023-12-17 00:00:00,70.94
dispatch,75,55.17,2023-08-06 00:00:00,98.87
inward,57,75.76,2023-08-08 00:00:00,79.94
inward,70,58.5,2023-07-21 00:00:00,98.5
baling,61,95.63,2023-12-04 00:00:00,90.47
segregation,98,63.03,2023-03-18 00:00:00,98.28
inward,94,91.79,2023-07-22 00:00:00,76.44
segregation,80,82.32,2023-10-24 00:00:00,86.49
segregation,82,69.43,2023-12-20 00:00:00,86.87
baling,54,55.74,2024-01-06 00:00:00,70.23
inward,22,85.41,2023-11-10 00:00:00,99.84
dispatch,81,86.47,2024-03-20 00:00:00,72.01
segregation,58,85.53,2023-12-30 00:00:00,87.9
baling,92,91.23,2023-08-01 00:00:00,96.55
baling,15,73.04,2023-02-04 00:00:00,78.4
segregation,66,53.88,2023-09-13 00:00:00,82.98
dispatch,51,67.77,2024-03-19 00:00:00,70.87
dispatch,70,63.22,2023-12-23 00:00:00,82.75
inward,36,61.64,2024-01-13 00:00:00,94.19
segregation,54,77.45,2023-11-04 00:00:00,72.23
inward,20,74.35,2023-12-20 00:00:00,94.39
segregation,88,83.7,2023-01-01 00:00:00,86.81
segregation,81,62.11,2023-09-26 00:00:00,93.92
inward,100,78.68,2023-01-12 00:00:00,99.87
dispatch,56,84.96,2023-12-25 00:00:00,94.63
inward,66,63.11,2023-10-06 00:00:00,71.66
baling,3,61.07,2024-03-03 00:00:00,90.19
baling,22,94.72,2023-12-17 00:00:00,91.9
segregation,2,62.75,2023-12-22 00:00:00,97.49
segregation,92,96.9,2023-01-22 00:00:00,98.97
inward,85,52.59,2023-11-15 00:00:00,95.66
inward,87,75.53,2023-08-11 00:00:00,75.07
dispatch,97,77.8,2023-01-16 00:00:00,77.79
inward,34,54.97,2023-10-26 00:00:00,95
segregation,60,90.14,2024-02-28 00:00:00,95.36
inward,91,72.7,2023-10-13 00:00:00,70.53
inward,81,70.44,2023-11-19 00:00:00,96.79
inward,85,98.11,2024-01-13 00:00:00,90.57
inward,34,76.35,2023-10-09 00:00:00,80.16
segregation,89,95.72,2024-03-24 00:00:00,90.52
segregation,2,59.75,2023-01-06 00:00:00,86.3
baling,93,96.69,2023-02-26 00:00:00,81.7
inward,67,66.68,2023-12-10 00:00:00,79.61
inward,51,96.23,2023-10-24 00:00:00,96.98
dispatch,26,63.89,2023-03-13 00:00:00,93.75
baling,98,94.7,2024-03-08 00:00:00,76.98
dispatch,71,92.11,2023-03-18 00:00:00,97.94
inward,10,81.81,2023-01-08 00:00:00,96.98
inward,99,90.36,2023-10-25 00:00:00,98.7
dispatch,5,94.57,2023-03-21 00:00:00,70.57
dispatch,11,99.99,2023-04-09 00:00:00,91.8
inward,59,60.78,2023-06-05 00:00:00,75.78
dispatch,43,75.19,2023-09-20 00:00:00,81.76
baling,62,69.42,2023-09-16 00:00:00,87.54
dispatch,59,98.96,2023-01-18 00:00:00,82.54
segregation,65,83.53,2024-02-22 00:00:00,76.54
dispatch,8,69.58,2023-04-02 00:00:00,89.79
baling,24,85.69,2023-08-16 00:00:00,87.58
baling,59,70.03,2024-02-24 00:00:00,72.84
baling,59,58.02,2023-07-01 00:00:00,87.2
inward,74,58.29,2023-01-18 00:00:00,93.66
baling,85,74.36,2024-01-19 00:00:00,70.91
baling,35,94.13,2023-06-02 00:00:00,88.12
dispatch,41,97.12,2023-04-10 00:00:00,90.44
inward,28,64.91,2023-02-10 00:00:00,87.68
segregation,1,96.86,2023-03-14 00:00:00,85.19
baling,21,52.91,2023-08-14 00:00:00,85.98
baling,1,75.71,2023-06-28 00:00:00,82
baling,33,68.13,2023-12-10 00:00:00,87.87
inward,13,71.62,2023-08-28 00:00:00,97.5
baling,95,88.16,2024-01-12 00:00:00,87.84
dispatch,59,87.98,2023-06-29 00:00:00,84.51
dispatch,25,81.29,2023-09-02 00:00:00,90.07
inward,97,64.68,2024-03-06 00:00:00,86.9
inward,18,77.2,2023-01-09 00:00:00,76.55
baling,84,72.35,2023-09-13 00:00:00,71.28
dispatch,8,63.86,2023-01-31 00:00:00,83.43
segregation,52,64.29,2023-01-08 00:00:00,92.15
inward,30,58.51,2023-04-13 00:00:00,83.08
dispatch,52,99.33,2024-01-18 00:00:00,85.35
dispatch,33,99.37,2023-07-04 00:00:00,79.36
segregation,55,97.64,2024-03-25 00:00:00,96.24
dispatch,28,80.87,2023-12-09 00:00:00,74
segregation,30,89.66,2023-06-07 00:00:00,95.9
segregation,45,75.51,2023-12-10 00:00:00,99.33
inward,13,71.8,2024-03-02 00:00:00,96.89
dispatch,40,75.36,2023-04-12 00:00:00,87.28
segregation,32,81.48,2023-08-03 00:00:00,88.53
baling,34,57.48,2023-10-23 00:00:00,96.14
baling,89,63.48,2023-08-09 00:00:00,93.55
inward,23,87.03,2024-01-24 00:00:00,87.32
baling,81,55.14,2023-12-11 00:00:00,75.77
baling,24,90.5,2023-05-29 00:00:00,96.47
inward,77,85.97,2023-05-17 00:00:00,91.76
segregation,94,50.49,2024-03-14 00:00:00,96.87
inward,4,65.06,2023-03-09 00:00:00,90.53
inward,93,84.89,2024-02-14 00:00:00,73.07
dispatch,43,96.01,2024-02-23 00:00:00,76.01
baling,58,54.41,2023-02-27 00:00:00,84.06
segregation,80,54.1,2024-01-23 00:00:00,83.32
dispatch,40,86.17,2023-06-27 00:00:00,86.82
baling,17,54.49,2023-08-15 00:00:00,85.03
inward,63,53.3,2023-05-17 00:00:00,75.15
dispatch,55,81.82,2024-01-12 00:00:00,71.3
segregation,22,69.87,2023-09-20 00:00:00,91.33
segregation,96,78.34,2024-03-17 00:00:00,75.23
inward,93,90.28,2024-01-13 00:00:00,80.23
inward,8,52.97,2023-05-23 00:00:00,86.08
dispatch,36,62.19,2023-10-06 00:00:00,70.74
dispatch,24,74.93,2023-07-18 00:00:00,82.85
segregation,10,77.1,2023-08-24 00:00:00,72.98
inward,49,50.47,2023-11-02 00:00:00,95.47
baling,37,70.55,2023-05-24 00:00:00,84.93
dispatch,74,95.69,2023-02-07 00:00:00,88.8
baling,73,98.24,2023-09-16 00:00:00,84.39
dispatch,21,84.37,2023-01-23 00:00:00,79.39
dispatch,34,99.52,2023-10-05 00:00:00,77.89
segregation,8,62.49,2023-12-30 00:00:00,86.27
