dispatch_id,date,user_id,material_type,dispatched_qty,destination,status
2195,2024-02-17 00:00:00,79,Glass,295.11,Location_3,Completed
2196,2023-10-15 00:00:00,58,Glass,213.15,Location_4,Pending
2197,2023-05-07 00:00:00,81,Glass,416.12,Location_8,Rejected
2198,2023-07-09 00:00:00,8,Paper,70.42,Location_15,Rejected
2199,2023-12-09 00:00:00,38,Plastic,493.53,Location_16,Pending
2200,2023-08-14 00:00:00,50,Paper,480.67,Location_9,Pending
2201,2024-01-30 00:00:00,90,Plastic,413.23,Location_5,Pending
2202,2023-03-04 00:00:00,66,Organic,201.71,Location_6,Pending
2203,2023-01-20 00:00:00,4,Paper,59.97,Location_6,Rejected
2204,2023-12-22 00:00:00,96,Paper,47.33,Location_1,Pending
2205,2023-04-04 00:00:00,18,Paper,263.41,Location_6,Completed
2206,2023-08-06 00:00:00,97,Organic,476.12,Location_13,Pending
2207,2023-07-18 00:00:00,94,Glass,225.41,Location_9,Pending
2208,2023-07-24 00:00:00,21,Glass,29.25,Location_7,Rejected
2209,2023-08-08 00:00:00,60,Metal,459.68,Location_1,Rejected
2210,2023-10-05 00:00:00,70,Glass,431.49,Location_10,Completed
2211,2023-04-30 00:00:00,73,Metal,347.04,Location_14,Completed
2212,2023-10-07 00:00:00,87,Plastic,76.14,Location_2,Completed
2213,2023-12-01 00:00:00,41,Plastic,234.01,Location_17,Completed
2214,2023-10-27 00:00:00,68,Metal,65.62,Location_12,Rejected
2215,2024-03-09 00:00:00,53,Paper,19.6,Location_1,Pending
2216,2023-10-09 00:00:00,61,Glass,485.39,Location_6,Pending
2217,2023-02-28 00:00:00,59,Glass,66.47,Location_8,Rejected
2218,2023-04-10 00:00:00,100,Paper,146.29,Location_18,Pending
2219,2023-04-27 00:00:00,36,Glass,107.27,Location_11,Completed
2220,2023-05-16 00:00:00,11,Plastic,451.28,Location_1,Rejected
2221,2023-01-23 00:00:00,57,Glass,256.68,Location_9,Completed
2222,2023-05-03 00:00:00,43,Organic,232.56,Location_12,Completed
2223,2023-01-19 00:00:00,32,Paper,160.33,Location_1,Completed
2224,2023-11-13 00:00:00,54,Metal,109.95,Location_1,Rejected
2225,2024-01-13 00:00:00,100,Glass,179.72,Location_4,Rejected
2226,2023-08-17 00:00:00,46,Metal,57.54,Location_13,Pending
2227,2023-09-01 00:00:00,38,Organic,409.03,Location_8,Rejected
2228,2023-07-31 00:00:00,57,Paper,247.08,Location_4,Completed
2229,2023-04-12 00:00:00,79,Glass,35.22,Location_5,Completed
2230,2023-11-08 00:00:00,89,Organic,282.21,Location_10,Pending
2231,2023-11-22 00:00:00,73,Organic,298.03,Location_18,Rejected
2232,2023-10-06 00:00:00,93,Paper,272.76,Location_20,Pending
2233,2023-06-09 00:00:00,50,Plastic,469.75,Location_7,Pending
2234,2023-11-12 00:00:00,39,Paper,299.27,Location_9,Completed
2235,2023-10-03 00:00:00,45,Metal,44.1,Location_16,Rejected
2236,2024-03-15 00:00:00,61,Metal,347.34,Location_18,Rejected
2237,2023-09-15 00:00:00,90,Metal,289.13,Location_17,Rejected
2238,2023-04-13 00:00:00,78,Glass,409.92,Location_1,Completed
2239,2024-01-10 00:00:00,4,Paper,311.53,Location_20,Pending
2240,2024-01-13 00:00:00,76,Organic,402.37,Location_4,Rejected
2241,2023-01-31 00:00:00,9,Metal,115.16,Location_8,Completed
2242,2023-08-31 00:00:00,83,Plastic,460.97,Location_2,Rejected
2243,2023-07-10 00:00:00,70,Metal,39.91,Location_18,Rejected
2244,2024-03-26 00:00:00,74,Metal,369.3,Location_16,Rejected
2245,2023-05-12 00:00:00,34,Glass,442.91,Location_10,Completed
2246,2023-10-13 00:00:00,46,Organic,96.18,Location_7,Pending
2247,2023-09-08 00:00:00,48,Organic,450.16,Location_14,Pending
2248,2023-10-18 00:00:00,96,Paper,480.11,Location_5,Completed
2249,2023-01-20 00:00:00,37,Glass,237.32,Location_3,Rejected
2250,2024-02-10 00:00:00,21,Paper,180.87,Location_8,Completed
2251,2023-12-23 00:00:00,89,Paper,19.34,Location_7,Rejected
2252,2023-05-31 00:00:00,15,Glass,311.75,Location_9,Completed
2253,2023-07-25 00:00:00,62,Metal,172.1,Location_7,Completed
2254,2023-07-26 00:00:00,13,Plastic,56.19,Location_4,Pending
2255,2023-09-06 00:00:00,57,Paper,182.94,Location_18,Pending
2256,2023-03-30 00:00:00,81,Glass,176.93,Location_10,Completed
2257,2023-01-12 00:00:00,54,Paper,389.95,Location_9,Pending
2258,2023-10-05 00:00:00,49,Plastic,392.69,Location_9,Pending
2259,2023-07-12 00:00:00,25,Metal,211.13,Location_19,Rejected
2260,2023-01-15 00:00:00,48,Metal,213.66,Location_9,Rejected
2261,2024-01-27 00:00:00,35,Plastic,444.56,Location_4,Completed
2262,2023-02-21 00:00:00,74,Glass,479.25,Location_12,Rejected
2263,2024-02-20 00:00:00,24,Paper,428.7,Location_10,Completed
2264,2024-01-21 00:00:00,7,Plastic,121.57,Location_8,Pending
2265,2023-06-11 00:00:00,37,Plastic,242.68,Location_18,Completed
2266,2023-04-06 00:00:00,78,Paper,316.65,Location_9,Pending
2267,2023-02-09 00:00:00,98,Plastic,13.84,Location_5,Rejected
2268,2024-02-09 00:00:00,32,Paper,330.31,Location_15,Pending
2269,2023-07-14 00:00:00,35,Metal,338.5,Location_20,Pending
2270,2023-01-30 00:00:00,79,Paper,306.75,Location_12,Completed
2271,2023-03-13 00:00:00,41,Paper,99.89,Location_19,Completed
2272,2024-02-08 00:00:00,62,Paper,284.9,Location_17,Pending
2273,2024-02-24 00:00:00,66,Paper,270.29,Location_11,Rejected
2274,2024-03-12 00:00:00,62,Organic,372.66,Location_8,Pending
2275,2023-12-01 00:00:00,40,Metal,467.11,Location_9,Completed
2276,2023-07-18 00:00:00,41,Organic,478.82,Location_12,Pending
2277,2023-04-23 00:00:00,69,Plastic,302.61,Location_19,Pending
2278,2023-06-01 00:00:00,15,Glass,169.68,Location_14,Rejected
2279,2023-12-27 00:00:00,90,Paper,233.29,Location_13,Pending
2280,2023-11-04 00:00:00,57,Metal,307.26,Location_18,Rejected
2281,2023-02-24 00:00:00,40,Glass,165.88,Location_2,Pending
2282,2024-01-12 00:00:00,94,Organic,229.75,Location_12,Pending
2283,2023-04-09 00:00:00,27,Glass,97.93,Location_9,Completed
2284,2023-10-23 00:00:00,10,Glass,113.61,Location_16,Pending
2285,2023-02-28 00:00:00,56,Organic,247.33,Location_5,Pending
2286,2024-03-04 00:00:00,31,Organic,343.39,Location_19,Rejected
2287,2023-07-01 00:00:00,28,Plastic,21.09,Location_1,Pending
2288,2023-08-03 00:00:00,100,Paper,121.64,Location_15,Rejected
2289,2024-03-02 00:00:00,85,Glass,163.89,Location_19,Completed
2290,2023-02-25 00:00:00,59,Metal,101.33,Location_2,Completed
2291,2023-08-28 00:00:00,38,Plastic,177.44,Location_20,Pending
2292,2023-09-29 00:00:00,38,Organic,70.58,Location_11,Pending
2293,2023-11-07 00:00:00,51,Paper,330.06,Location_6,Completed
2294,2023-07-02 00:00:00,19,Glass,337.24,Location_15,Pending
2295,2023-11-18 00:00:00,11,Metal,269.8,Location_9,Completed
2296,2023-12-27 00:00:00,63,Paper,292.39,Location_9,Completed
2297,2023-08-08 00:00:00,62,Plastic,11.29,Location_8,Completed
2298,2023-06-13 00:00:00,89,Metal,105.72,Location_16,Pending
2299,2024-03-20 00:00:00,25,Glass,167.63,Location_14,Pending
2300,2023-01-03 00:00:00,44,Metal,331.89,Location_2,Completed
2301,2023-02-25 00:00:00,20,Plastic,190.64,Location_19,Pending
2302,2023-10-02 00:00:00,24,Plastic,468.96,Location_4,Completed
2303,2024-01-09 00:00:00,82,Paper,159.63,Location_20,Pending
2304,2023-06-16 00:00:00,52,Organic,247.36,Location_9,Pending
2305,2023-08-07 00:00:00,22,Glass,402.09,Location_8,Rejected
2306,2023-01-20 00:00:00,44,Glass,259.03,Location_19,Completed
2307,2023-01-06 00:00:00,27,Metal,28.2,Location_20,Completed
2308,2023-03-03 00:00:00,70,Organic,90.62,Location_13,Completed
2309,2024-03-15 00:00:00,87,Glass,258.4,Location_19,Pending
2310,2023-09-27 00:00:00,73,Metal,149.12,Location_3,Pending
2311,2023-09-30 00:00:00,21,Glass,48.74,Location_14,Rejected
2312,2023-11-30 00:00:00,51,Organic,235.54,Location_17,Rejected
2313,2023-07-02 00:00:00,72,Plastic,255.43,Location_13,Pending
2314,2023-03-19 00:00:00,70,Metal,196.55,Location_19,Rejected
2315,2024-02-24 00:00:00,42,Glass,255.24,Location_3,Pending
2316,2023-09-12 00:00:00,46,Metal,312.45,Location_12,Completed
2317,2023-09-16 00:00:00,73,Paper,465.57,Location_15,Rejected
2318,2023-12-11 00:00:00,16,Plastic,378.96,Location_16,Completed
2319,2024-03-20 00:00:00,51,Glass,493.54,Location_15,Pending
2320,2023-08-23 00:00:00,57,Plastic,452.01,Location_20,Completed
2321,2024-02-25 00:00:00,18,Paper,261.27,Location_2,Pending
2322,2023-08-27 00:00:00,93,Metal,444.62,Location_14,Pending
2323,2023-09-08 00:00:00,84,Metal,406.74,Location_14,Completed
2324,2023-06-28 00:00:00,87,Metal,250.05,Location_12,Completed
2325,2023-04-11 00:00:00,37,Metal,245.01,Location_14,Pending
2326,2023-01-06 00:00:00,88,Plastic,59.22,Location_10,Pending
2327,2023-09-11 00:00:00,50,Plastic,209.88,Location_8,Completed
2328,2023-10-09 00:00:00,88,Plastic,312.69,Location_11,Completed
2329,2023-08-28 00:00:00,14,Paper,486.91,Location_8,Pending
2330,2023-06-17 00:00:00,73,Glass,194.2,Location_17,Completed
2331,2023-06-18 00:00:00,94,Glass,447.01,Location_13,Completed
2332,2023-09-03 00:00:00,57,Glass,209.55,Location_13,Rejected
2333,2023-08-17 00:00:00,95,Metal,265.34,Location_3,Completed
2334,2023-12-30 00:00:00,82,Organic,169.49,Location_7,Rejected
2335,2024-01-03 00:00:00,1,Glass,382.76,Location_17,Rejected
2336,2023-10-04 00:00:00,81,Organic,84.63,Location_1,Rejected
2337,2023-07-06 00:00:00,97,Organic,218.22,Location_16,Pending
2338,2024-01-16 00:00:00,100,Metal,155.04,Location_4,Rejected
2339,2023-03-25 00:00:00,63,Paper,106.17,Location_3,Rejected
2340,2024-02-06 00:00:00,46,Paper,333.44,Location_13,Rejected
2341,2023-03-25 00:00:00,34,Plastic,210.96,Location_9,Completed
2342,2023-09-07 00:00:00,78,Glass,377.69,Location_12,Rejected
2343,2023-05-25 00:00:00,45,Glass,82.24,Location_9,Rejected
2344,2023-04-03 00:00:00,36,Metal,433.75,Location_8,Rejected
2345,2023-03-10 00:00:00,95,Paper,170.39,Location_5,Completed
2346,2023-04-24 00:00:00,39,Plastic,24.07,Location_20,Rejected
2347,2023-12-13 00:00:00,66,Glass,89.45,Location_18,Rejected
2348,2023-06-25 00:00:00,92,Glass,137.86,Location_13,Pending
2349,2023-06-04 00:00:00,78,Metal,343.11,Location_7,Pending
2350,2023-04-03 00:00:00,97,Plastic,380.89,Location_17,Completed
2351,2023-11-20 00:00:00,3,Paper,330.46,Location_13,Completed
2352,2024-01-29 00:00:00,70,Organic,233.09,Location_16,Completed
2353,2023-02-23 00:00:00,50,Paper,285.25,Location_16,Rejected
2354,2024-01-29 00:00:00,17,Metal,167.88,Location_17,Pending
2355,2023-06-25 00:00:00,93,Organic,224.1,Location_1,Rejected
2356,2023-11-27 00:00:00,33,Glass,33.14,Location_4,Rejected
2357,2023-12-03 00:00:00,99,Paper,372.06,Location_14,Pending
2358,2023-07-09 00:00:00,43,Paper,483.12,Location_6,Completed
2359,2023-07-30 00:00:00,97,Paper,217.29,Location_6,Completed
2360,2024-01-21 00:00:00,26,Organic,240.15,Location_6,Rejected
2361,2023-01-17 00:00:00,20,Paper,372.29,Location_5,Completed
2362,2023-03-02 00:00:00,60,Organic,178.13,Location_7,Rejected
2363,2023-02-16 00:00:00,19,Organic,113.78,Location_4,Rejected
2364,2023-06-13 00:00:00,83,Glass,146.15,Location_20,Pending
2365,2023-02-23 00:00:00,1,Metal,356.54,Location_19,Completed
2366,2023-12-10 00:00:00,85,Organic,439.13,Location_14,Pending
2367,2023-03-24 00:00:00,41,Organic,293.93,Location_18,Pending
2368,2023-01-31 00:00:00,4,Metal,215.52,Location_17,Pending
2369,2023-06-01 00:00:00,15,Plastic,393.41,Location_3,Rejected
2370,2023-05-02 00:00:00,6,Paper,78.74,Location_17,Pending
2371,2023-11-22 00:00:00,57,Organic,204.47,Location_10,Completed
2372,2023-02-17 00:00:00,42,Glass,474.36,Location_16,Completed
2373,2023-11-21 00:00:00,94,Plastic,267.2,Location_8,Rejected
2374,2023-09-12 00:00:00,66,Organic,37.07,Location_8,Completed
2375,2023-01-07 00:00:00,92,Organic,292.29,Location_8,Completed
2376,2023-02-12 00:00:00,37,Organic,95.91,Location_11,Completed
2377,2023-11-26 00:00:00,20,Plastic,371.68,Location_15,Completed
2378,2023-12-07 00:00:00,22,Metal,493.99,Location_3,Rejected
2379,2023-03-13 00:00:00,34,Organic,431.88,Location_14,Rejected
2380,2023-05-18 00:00:00,90,Organic,426.67,Location_18,Rejected
2381,2023-10-23 00:00:00,51,Metal,140.78,Location_8,Completed
2382,2023-07-20 00:00:00,30,Plastic,354.35,Location_16,Rejected
2383,2024-02-07 00:00:00,43,Paper,36.4,Location_9,Completed
2384,2024-03-22 00:00:00,97,Paper,208.68,Location_19,Completed
2385,2023-08-16 00:00:00,26,Metal,288.96,Location_8,Pending
2386,2023-12-31 00:00:00,49,Plastic,451.92,Location_16,Completed
2387,2024-02-13 00:00:00,6,Paper,394.66,Location_7,Rejected
2388,2024-01-28 00:00:00,15,Glass,15.33,Location_16,Pending
2389,2023-03-07 00:00:00,82,Glass,396.76,Location_12,Rejected
2390,2023-11-06 00:00:00,77,Metal,184.26,Location_14,Completed
2391,2023-12-11 00:00:00,7,Metal,445.26,Location_19,Completed
2392,2024-03-14 00:00:00,67,Glass,158.64,Location_6,Completed
2393,2024-03-08 00:00:00,45,Glass,51.44,Location_9,Rejected
2394,2023-09-24 00:00:00,9,Plastic,254.14,Location_15,Rejected
2395,2023-03-14 00:00:00,4,Metal,150.82,Location_17,Pending
2396,2024-01-20 00:00:00,15,Glass,180.65,Location_2,Rejected
2397,2023-05-30 00:00:00,67,Metal,310.04,Location_14,Pending
2398,2024-01-13 00:00:00,40,Paper,10.52,Location_12,Pending
2399,2023-01-24 00:00:00,53,Metal,144.45,Location_6,Pending
2400,2024-02-02 00:00:00,22,Organic,10.93,Location_5,Completed
2401,2023-11-15 00:00:00,57,Organic,194.15,Location_8,Rejected
2402,2024-01-24 00:00:00,16,Metal,82.01,Location_7,Pending
2403,2023-05-08 00:00:00,60,Metal,127.39,Location_13,Rejected
2404,2023-04-19 00:00:00,8,Glass,98.24,Location_19,Rejected
2405,2023-03-30 00:00:00,49,Organic,159.44,Location_13,Rejected
2406,2023-05-24 00:00:00,18,Plastic,430.28,Location_5,Pending
2407,2024-01-24 00:00:00,27,Organic,286.25,Location_3,Rejected
2408,2023-04-27 00:00:00,68,Metal,152.86,Location_9,Completed
2409,2023-04-27 00:00:00,13,Glass,161.09,Location_15,Rejected
2410,2023-06-17 00:00:00,93,Metal,415.52,Location_3,Completed
2411,2023-06-01 00:00:00,75,Plastic,466,Location_14,Completed
2412,2023-06-20 00:00:00,98,Metal,408.72,Location_16,Pending
2413,2024-01-29 00:00:00,31,Glass,204.34,Location_20,Completed
2414,2024-03-18 00:00:00,16,Organic,116.4,Location_17,Pending
2415,2023-05-23 00:00:00,5,Glass,15.84,Location_14,Rejected
2416,2023-09-16 00:00:00,29,Paper,467.78,Location_20,Rejected
2417,2023-12-08 00:00:00,5,Paper,297.36,Location_9,Pending
2418,2023-08-22 00:00:00,66,Plastic,89.52,Location_3,Rejected
2419,2023-10-12 00:00:00,85,Plastic,420.01,Location_15,Completed
2420,2024-01-05 00:00:00,68,Plastic,122.35,Location_7,Pending
2421,2023-07-11 00:00:00,7,Plastic,463.92,Location_20,Pending
2422,2024-03-09 00:00:00,99,Metal,478.31,Location_9,Pending
2423,2023-01-29 00:00:00,74,Organic,183.45,Location_14,Rejected
2424,2024-01-14 00:00:00,56,Glass,88.78,Location_17,Rejected
2425,2024-03-17 00:00:00,39,Glass,255.9,Location_16,Rejected
2426,2023-12-18 00:00:00,12,Paper,324.03,Location_20,Completed
2427,2023-07-23 00:00:00,4,Paper,205.39,Location_3,Pending
2428,2023-09-04 00:00:00,37,Metal,87.15,Location_13,Rejected
2429,2023-09-23 00:00:00,68,Glass,103.01,Location_7,Rejected
2430,2023-12-13 00:00:00,63,Metal,475.01,Location_18,Pending
2431,2023-05-26 00:00:00,33,Organic,458.31,Location_8,Completed
2432,2023-11-17 00:00:00,22,Glass,499.61,Location_12,Pending
2433,2023-09-25 00:00:00,23,Plastic,115.53,Location_20,Completed
2434,2023-01-17 00:00:00,34,Organic,244.77,Location_3,Rejected
2435,2023-06-05 00:00:00,26,Plastic,289.1,Location_2,Pending
2436,2023-08-14 00:00:00,3,Plastic,221.01,Location_3,Pending
2437,2023-10-25 00:00:00,83,Organic,341.65,Location_2,Completed
2438,2023-12-29 00:00:00,30,Organic,439.33,Location_17,Completed
2439,2023-09-01 00:00:00,34,Metal,386.64,Location_1,Pending
2440,2023-01-03 00:00:00,17,Metal,71.17,Location_12,Rejected
2441,2023-08-18 00:00:00,65,Glass,185.71,Location_8,Completed
2442,2023-04-04 00:00:00,59,Glass,26.78,Location_15,Pending
2443,2023-08-01 00:00:00,74,Organic,328.28,Location_7,Pending
2444,2023-03-25 00:00:00,62,Organic,206.61,Location_3,Completed
2445,2023-06-28 00:00:00,32,Glass,103.65,Location_20,Rejected
2446,2023-11-16 00:00:00,53,Plastic,450.89,Location_1,Completed
2447,2023-09-20 00:00:00,63,Metal,423.92,Location_13,Pending
2448,2023-10-25 00:00:00,51,Organic,236.94,Location_13,Pending
2449,2023-01-30 00:00:00,63,Glass,371.87,Location_6,Pending
2450,2023-09-07 00:00:00,39,Plastic,291.23,Location_18,Completed
2451,2023-08-06 00:00:00,38,Plastic,416.59,Location_19,Rejected
2452,2024-01-03 00:00:00,55,Paper,431.8,Location_5,Completed
2453,2023-05-12 00:00:00,58,Glass,121.92,Location_19,Rejected
2454,2023-06-25 00:00:00,53,Paper,53.9,Location_18,Pending
2455,2023-12-04 00:00:00,12,Glass,93.26,Location_6,Pending
2456,2023-04-07 00:00:00,75,Plastic,405.73,Location_10,Pending
2457,2023-07-24 00:00:00,23,Paper,302.13,Location_4,Completed
2458,2024-03-20 00:00:00,41,Paper,445.93,Location_19,Completed
2459,2023-01-03 00:00:00,98,Paper,11.11,Location_17,Rejected
2460,2023-04-09 00:00:00,7,Glass,460.06,Location_16,Completed
2461,2023-08-03 00:00:00,76,Organic,311,Location_14,Completed
2462,2023-09-18 00:00:00,47,Organic,496.15,Location_1,Completed
2463,2023-09-24 00:00:00,100,Metal,453.13,Location_5,Completed
2464,2024-02-25 00:00:00,21,Plastic,261.15,Location_20,Pending
2465,2023-12-19 00:00:00,79,Metal,318.69,Location_2,Rejected
2466,2023-04-11 00:00:00,74,Metal,77.3,Location_9,Pending
2467,2023-12-18 00:00:00,64,Plastic,261.82,Location_6,Rejected
2468,2024-02-25 00:00:00,98,Organic,121.9,Location_10,Completed
2469,2023-07-01 00:00:00,63,Metal,110.83,Location_19,Completed
2470,2023-04-15 00:00:00,75,Plastic,154.01,Location_4,Pending
2471,2024-02-10 00:00:00,50,Glass,407.07,Location_13,Pending
2472,2024-02-15 00:00:00,26,Organic,276.13,Location_5,Rejected
2473,2024-01-24 00:00:00,44,Metal,228.42,Location_10,Completed
2474,2023-02-10 00:00:00,66,Metal,203.58,Location_4,Rejected
2475,2023-01-27 00:00:00,14,Glass,193.45,Location_9,Pending
2476,2023-06-25 00:00:00,1,Plastic,470.62,Location_12,Rejected
2477,2023-03-02 00:00:00,55,Paper,370.18,Location_19,Rejected
2478,2023-09-27 00:00:00,51,Glass,213.88,Location_4,Completed
2479,2024-02-04 00:00:00,48,Glass,338.29,Location_12,Pending
2480,2023-12-22 00:00:00,45,Paper,492.31,Location_13,Completed
2481,2023-12-03 00:00:00,58,Metal,10.03,Location_10,Completed
2482,2023-05-17 00:00:00,37,Glass,130.4,Location_8,Pending
2483,2023-01-29 00:00:00,97,Paper,295.39,Location_8,Completed
2484,2023-12-24 00:00:00,95,Glass,134.48,Location_17,Rejected
2485,2024-01-02 00:00:00,10,Plastic,152.15,Location_16,Completed
2486,2023-06-21 00:00:00,8,Glass,344.87,Location_7,Rejected
2487,2023-04-13 00:00:00,14,Metal,431.03,Location_6,Rejected
2488,2023-06-08 00:00:00,12,Plastic,20.62,Location_14,Pending
2489,2023-05-01 00:00:00,52,Organic,105.57,Location_13,Completed
2490,2023-05-22 00:00:00,66,Plastic,228.76,Location_6,Rejected
2491,2023-04-14 00:00:00,10,Metal,291.57,Location_12,Completed
2492,2023-11-08 00:00:00,19,Paper,241.18,Location_19,Rejected
2493,2023-04-25 00:00:00,56,Metal,408.65,Location_18,Completed
2494,2023-08-12 00:00:00,22,Organic,34.68,Location_6,Rejected
2495,2023-08-05 00:00:00,34,Metal,301.39,Location_12,Pending
2496,2023-04-11 00:00:00,82,Plastic,367.36,Location_4,Rejected
2497,2023-08-29 00:00:00,58,Glass,210.65,Location_1,Pending
2498,2023-07-11 00:00:00,33,Organic,143.53,Location_13,Rejected
2499,2023-07-16 00:00:00,74,Organic,201.73,Location_20,Pending
2500,2023-01-12 00:00:00,23,Glass,401.58,Location_17,Rejected
2501,2023-01-15 00:00:00,19,Metal,384.18,Location_20,Completed
2502,2023-03-31 00:00:00,26,Glass,248.69,Location_17,Pending
2503,2024-03-15 00:00:00,50,Organic,272.37,Location_8,Rejected
2504,2023-05-07 00:00:00,42,Paper,423.99,Location_13,Pending
2505,2023-07-08 00:00:00,1,Paper,310.53,Location_17,Rejected
2506,2023-09-05 00:00:00,3,Organic,366.38,Location_1,Pending
2507,2023-04-29 00:00:00,17,Glass,218.54,Location_12,Pending
2508,2023-11-19 00:00:00,77,Glass,277.42,Location_1,Pending
2509,2023-05-18 00:00:00,50,Paper,397.6,Location_19,Rejected
2510,2023-04-09 00:00:00,54,Plastic,132.44,Location_19,Rejected
2511,2023-08-26 00:00:00,75,Plastic,90,Location_19,Pending
2512,2023-08-09 00:00:00,75,Paper,312.9,Location_16,Completed
2513,2023-06-22 00:00:00,99,Organic,339.6,Location_3,Completed
2514,2023-08-21 00:00:00,68,Glass,399.03,Location_7,Rejected
2515,2024-02-22 00:00:00,99,Glass,380.09,Location_4,Rejected
2516,2023-08-26 00:00:00,77,Glass,344.63,Location_16,Rejected
2517,2023-05-26 00:00:00,30,Paper,322.22,Location_13,Pending
2518,2023-12-12 00:00:00,57,Organic,141.94,Location_8,Rejected
2519,2023-08-24 00:00:00,75,Organic,73.89,Location_14,Completed
2520,2024-01-26 00:00:00,64,Metal,153.32,Location_20,Pending
2521,2023-06-15 00:00:00,100,Plastic,45.78,Location_17,Rejected
2522,2023-04-29 00:00:00,52,Organic,48.37,Location_15,Completed
2523,2023-03-24 00:00:00,89,Plastic,277.81,Location_10,Rejected
2524,2023-05-07 00:00:00,88,Paper,452.43,Location_9,Pending
2525,2023-10-15 00:00:00,62,Paper,349.16,Location_3,Completed
2526,2023-06-24 00:00:00,46,Plastic,23.79,Location_6,Completed
2527,2023-08-28 00:00:00,13,Metal,122.52,Location_11,Pending
2528,2024-03-23 00:00:00,22,Metal,259.35,Location_18,Pending
2529,2024-02-27 00:00:00,86,Glass,474.89,Location_3,Completed
2530,2023-12-12 00:00:00,96,Glass,183.18,Location_4,Completed
2531,2024-01-10 00:00:00,61,Metal,244.21,Location_8,Rejected
2532,2023-08-19 00:00:00,51,Metal,56.09,Location_14,Pending
2533,2023-09-05 00:00:00,23,Paper,123.92,Location_9,Completed
2534,2023-05-23 00:00:00,20,Glass,17.62,Location_19,Completed
2535,2023-08-24 00:00:00,96,Organic,34.95,Location_17,Rejected
2536,2024-01-05 00:00:00,96,Metal,414.12,Location_11,Pending
2537,2023-08-05 00:00:00,69,Organic,386.47,Location_20,Rejected
2538,2023-08-05 00:00:00,96,Metal,137.67,Location_13,Pending
2539,2023-07-27 00:00:00,19,Paper,160.68,Location_17,Completed
2540,2023-01-17 00:00:00,61,Metal,267.33,Location_3,Rejected
2541,2023-02-09 00:00:00,44,Metal,364.26,Location_8,Rejected
2542,2023-11-06 00:00:00,6,Glass,421.99,Location_15,Pending
2543,2023-03-02 00:00:00,67,Glass,303.11,Location_7,Pending
2544,2023-10-27 00:00:00,19,Organic,432.33,Location_20,Completed
2545,2023-08-02 00:00:00,39,Glass,16.74,Location_6,Pending
2546,2023-01-15 00:00:00,51,Metal,303.57,Location_20,Pending
2547,2023-08-06 00:00:00,1,Paper,494.65,Location_6,Rejected
2548,2023-05-15 00:00:00,61,Glass,116.01,Location_10,Pending
2549,2023-08-08 00:00:00,40,Glass,465.07,Location_6,Rejected
2550,2023-09-27 00:00:00,89,Metal,361.52,Location_11,Pending
2551,2023-08-20 00:00:00,83,Paper,40.81,Location_14,Pending
2552,2023-09-30 00:00:00,31,Plastic,378.99,Location_14,Rejected
2553,2023-10-05 00:00:00,12,Metal,24.29,Location_2,Completed
2554,2024-01-05 00:00:00,14,Glass,331.65,Location_14,Rejected
2555,2023-05-16 00:00:00,76,Glass,484.35,Location_4,Pending
2556,2023-04-22 00:00:00,36,Metal,243.22,Location_6,Rejected
2557,2023-07-24 00:00:00,60,Paper,74.56,Location_15,Completed
2558,2024-01-03 00:00:00,36,Glass,167.97,Location_14,Completed
2559,2024-01-28 00:00:00,87,Plastic,137.44,Location_19,Pending
2560,2023-11-14 00:00:00,81,Organic,21.54,Location_11,Rejected
2561,2024-03-03 00:00:00,61,Plastic,110.17,Location_15,Completed
2562,2023-02-18 00:00:00,63,Metal,276.56,Location_8,Pending
2563,2023-12-10 00:00:00,58,Plastic,143.89,Location_5,Pending
2564,2024-03-02 00:00:00,22,Plastic,99.45,Location_17,Completed
2565,2023-08-03 00:00:00,38,Glass,117.2,Location_17,Completed
2566,2023-08-06 00:00:00,31,Paper,339,Location_12,Rejected
2567,2023-09-04 00:00:00,87,Glass,226.56,Location_19,Rejected
2568,2023-06-07 00:00:00,54,Paper,96.95,Location_9,Rejected
2569,2023-11-25 00:00:00,55,Metal,185.81,Location_2,Pending
2570,2023-07-10 00:00:00,52,Organic,428.33,Location_9,Pending
2571,2023-11-16 00:00:00,27,Organic,23.44,Location_8,Rejected
2572,2024-03-01 00:00:00,67,Paper,140.58,Location_10,Completed
2573,2024-03-03 00:00:00,8,Plastic,130.71,Location_2,Pending
2574,2023-06-02 00:00:00,87,Organic,240.63,Location_16,Rejected
2575,2024-01-11 00:00:00,20,Paper,318.19,Location_12,Completed
2576,2023-10-11 00:00:00,57,Plastic,60.65,Location_18,Rejected
2577,2023-01-13 00:00:00,93,Plastic,60.09,Location_11,Completed
2578,2023-07-01 00:00:00,47,Glass,372.26,Location_20,Rejected
2579,2023-09-28 00:00:00,27,Glass,25.22,Location_4,Rejected
2580,2023-10-30 00:00:00,87,Paper,205.93,Location_1,Pending
2581,2023-01-13 00:00:00,10,Plastic,37.04,Location_15,Pending
2582,2024-01-31 00:00:00,91,Paper,457.32,Location_8,Pending
2583,2023-04-24 00:00:00,1,Glass,29.33,Location_4,Pending
2584,2023-03-22 00:00:00,75,Organic,353.82,Location_19,Completed
2585,2023-06-25 00:00:00,42,Organic,49.92,Location_10,Completed
2586,2023-04-29 00:00:00,3,Plastic,498.85,Location_13,Completed
2587,2023-10-27 00:00:00,33,Metal,376.46,Location_11,Completed
